target_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	ensembl_transcript_id	transcript_version	ens_gene	ext_gene	description	gene_label	significant
ENSGALT00010000007.1	-0.1845008596375826	11.05069809792485	-1.135879095527381	0.27752059451161765	0.4210148890055713	-6.818309977700827	ENSGALT00010000007	1	ENSGALG00010000007	ND1	NADH dehydrogenase subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:63549479]	ND1	Not Significant
ENSGALT00010000011.1	-0.03968909638494905	10.056411741223165	-0.18414842560835268	0.8568792993255452	0.9075498586085857	-7.459404516085068	ENSGALT00010000011	1	ENSGALG00010000011	ND2	NADH dehydrogenase subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:63549482]	ND2	Not Significant
ENSGALT00010000017.1	-0.15370495936417866	13.754574066149926	-0.9928186120979987	0.33980936377472803	0.48763324062612956	-6.9528740558341084	ENSGALT00010000017	1	ENSGALG00010000017	COX1	cytochrome c oxidase subunit I [Source:NCBI gene (formerly Entrezgene);Acc:63549487]	COX1	Not Significant
ENSGALT00010000020.1	-0.12802575447476036	12.201024910228593	-1.251538635541116	0.23387232388726162	0.3713196082823059	-6.68036586983935	ENSGALT00010000020	1	ENSGALG00010000020	COX2	cytochrome c oxidase subunit II [Source:NCBI gene (formerly Entrezgene);Acc:63549489]	COX2	Not Significant
ENSGALT00010000022.1	0.008016982935443496	9.509533763137485	0.034009792191049874	0.9734116045904095	0.9837683746430956	-7.473384786550743	ENSGALT00010000022	1	ENSGALG00010000022	ATP8	ATP synthase F0 subunit 8 [Source:NCBI gene (formerly Entrezgene);Acc:63549490]	ATP8	Not Significant
ENSGALT00010000023.1	-0.09285532672865089	12.123889654515105	-0.5837725444540357	0.5698580483794093	0.6949359402046811	-7.294081644231687	ENSGALT00010000023	1	ENSGALG00010000023	ATP6	ATP synthase F0 subunit 6 [Source:NCBI gene (formerly Entrezgene);Acc:63549466]	ATP6	Not Significant
ENSGALT00010000024.1	-0.2155877441327427	12.396845705037316	-1.4084063711701278	0.18362869486892297	0.3113713258183379	-6.482595892123348	ENSGALT00010000024	1	ENSGALG00010000024	COX3	cytochrome c oxidase subunit III [Source:NCBI gene (formerly Entrezgene);Acc:63549467]	COX3	Not Significant
ENSGALT00010000026.1	-0.3001363135764874	7.659481505549663	-2.3030549108944687	0.039363411576237316	0.10042319173780229	-5.067100488907813	ENSGALT00010000026	1	ENSGALG00010000026	ND3	NADH dehydrogenase subunit 3 [Source:NCBI gene (formerly Entrezgene);Acc:63549491]	ND3	Not Significant
ENSGALT00010000028.1	-0.2753010007895907	8.528999026806078	-1.3360554165818355	0.20557396167599834	0.33866652793485497	-6.56412185373517	ENSGALT00010000028	1	ENSGALG00010000028	ND4L	NADH dehydrogenase subunit 4L [Source:NCBI gene (formerly Entrezgene);Acc:63549492]	ND4L	Not Significant
ENSGALT00010000029.1	-0.2885734706603323	11.527675764671365	-1.67382483760208	0.1192269415810539	0.22726235385830224	-6.1181735223174485	ENSGALT00010000029	1	ENSGALG00010000029	ND4	NADH dehydrogenase subunit 4 [Source:NCBI gene (formerly Entrezgene);Acc:63549470]	ND4	Not Significant
ENSGALT00010000033.1	-0.08753811718466574	11.071056758688972	-0.4888885602601413	0.6334677801582762	0.7463643620418435	-7.35173111845239	ENSGALT00010000033	1	ENSGALG00010000033	ND5	NADH dehydrogenase subunit 5 [Source:NCBI gene (formerly Entrezgene);Acc:63549495]	ND5	Not Significant
ENSGALT00010000034.1	-0.1929738284334974	12.298632134942633	-0.9217590064071064	0.3742702080838287	0.5214235859423493	-7.031485725613668	ENSGALT00010000034	1	ENSGALG00010000034	CYTB	cytochrome b [Source:NCBI gene (formerly Entrezgene);Acc:63549472]	CYTB	Not Significant
ENSGALT00010000037.1	-0.3674409345392258	8.414311763154634	-2.846884905668056	0.014319051300374405	0.04793690040431075	-4.105402581650644	ENSGALT00010000037	1	ENSGALG00010000037	ND6	NADH dehydrogenase subunit 6 [Source:NCBI gene (formerly Entrezgene);Acc:63549497]	ND6	Not Significant
ENSGALT00010000041.1	-0.4753942409957348	9.524323335118279	-3.9793758277233664	0.001723599129192724	0.010401367882548992	-1.9905518761848553	ENSGALT00010000041	1	ENSGALG00010000039	PDIA3	protein disulfide isomerase family A member 3 [Source:NCBI gene (formerly Entrezgene);Acc:373899]	PDIA3	Not Significant
ENSGALT00010000046.1	3.1123727664512235	0.9602693212610729	2.6057328973002907	0.022496274635508143	0.06658514424715788	-3.147305885960424	ENSGALT00010000046	1	ENSGALG00010000043	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:29023]	PPIP5K1	Not Significant
ENSGALT00010000055.1	-0.5125427918506835	4.539444790568796	-4.69122160705165	4.8052059517549045e-4	0.004309925338297572	-0.38013339129183077	ENSGALT00010000055	1	ENSGALG00010000044	MAP1A	microtubule associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835]	MAP1A	Not Significant
ENSGALT00010000059.1	-0.30089307470577764	6.926048225237576	-2.852953648396314	0.014156617122151	0.04752765197631163	-4.051970342663548	ENSGALT00010000059	1	ENSGALG00010000045	TP53BP1	tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999]	TP53BP1	Not Significant
ENSGALT00010000063.1	-0.4706456768095929	0.15794345651446867	-0.9531319966691028	0.3587648745141403	0.5068394942066925	-5.302251400206304	ENSGALT00010000063	1	ENSGALG00010000046	TUBGCP4	tubulin gamma complex component 4 [Source:HGNC Symbol;Acc:HGNC:16691]	TUBGCP4	Not Significant
ENSGALT00010000067.1	-0.2373846267269601	9.33037873260001	-2.5512851963583936	0.024897257126458322	0.07149082500364116	-4.65730735090896	ENSGALT00010000067	1	ENSGALG00010000047	IQGAP1	IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]	IQGAP1	Not Significant
ENSGALT00010000071.1	-2.7490015631715607	3.8632306582835176	-1.8846061358544965	0.0831749521556501	0.17428945300594714	-5.307376044602228	ENSGALT00010000071	1	ENSGALG00010000048	MAN2A2	mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]	MAN2A2	Not Significant
ENSGALT00010000074.1	-0.696856968371014	6.517757656830702	-3.307479920055166	0.006016192679925633	0.025455275360572644	-3.181734950106894	ENSGALT00010000074	1	ENSGALG00010000050	CIB1	calcium and integrin binding family member 1 [Source:NCBI gene (formerly Entrezgene);Acc:770162]	CIB1	Not Significant
ENSGALT00010000076.1	-1.0357244552012266	2.8918376740546643	-4.109169567484606	0.001359680672325368	0.008786657721814098	-1.1531283148423341	ENSGALT00010000076	1	ENSGALG00010000051	GDPGP1	GDP-D-glucose phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:34360]	GDPGP1	Not Significant
ENSGALT00010000077.1	-0.6821914393050932	3.9684176428011706	-3.7583532825458765	0.0025908119492740597	0.013928035594496062	-1.9976759740971008	ENSGALT00010000077	1	ENSGALG00010000052	TTLL13	tubulin tyrosine ligase like 13 [Source:HGNC Symbol;Acc:HGNC:32484]	TTLL13	Not Significant
ENSGALT00010000079.1	-0.7407885661087993	3.781503486839585	-3.8398711404242807	0.002228102507290851	0.012451925225477086	-1.812556435820298	ENSGALT00010000079	1	ENSGALG00010000053	HDDC3	HD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30522]	HDDC3	Not Significant
ENSGALT00010000082.1	-0.7387858848550277	7.131604656858052	-4.245648370899869	0.001061614693790505	0.007391613405220202	-1.4487954796804994	ENSGALT00010000082	1	ENSGALG00010000054	VPS33B	VPS33B late endosome and lysosome associated [Source:NCBI gene (formerly Entrezgene);Acc:425858]	VPS33B	Not Significant
ENSGALT00010000086.1	-0.1282073347346766	5.142834847403253	-0.5713909127370167	0.5779620352903005	0.701527150707492	-7.06691599240403	ENSGALT00010000086	1	ENSGALG00010000055	PRC1	protein regulator of cytokinesis 1 [Source:NCBI gene (formerly Entrezgene);Acc:770336]	PRC1	Not Significant
ENSGALT00010000089.1	1.767089439421345	-0.25314380344907095	1.686964573029023	0.11662781845580951	0.22346736569319559	-4.322912162111315	ENSGALT00010000089	1	ENSGALG00010000056	UNC45A	unc-45 myosin chaperone A [Source:HGNC Symbol;Acc:HGNC:30594]	UNC45A	Not Significant
ENSGALT00010000093.1	0.06435686911393794	7.482785101881452	0.8262245060144247	0.42431566136584575	0.5688326404371601	-7.078708913856839	ENSGALT00010000093	1	ENSGALG00010000058	FURIN	furin, paired basic amino acid cleaving enzyme [Source:NCBI gene (formerly Entrezgene);Acc:395457]	FURIN	Not Significant
ENSGALT00010000094.1	-0.22248119882557285	6.940347736753447	-3.038714150216626	0.00997910672080121	0.036812200115884416	-3.706734291635722	ENSGALT00010000094	1	ENSGALG00010000059	MFAP1	microfibrillar associated protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:415586]	MFAP1	Not Significant
ENSGALT00010000096.1	-0.6648144640596367	6.599392880317079	-5.453706590127943	1.314721604482828e-4	0.0018016103933503967	0.7322781488383496	ENSGALT00010000096	1	ENSGALG00010000060	HYPK	huntingtin interacting protein K [Source:NCBI gene (formerly Entrezgene);Acc:770307]	HYPK	Not Significant
ENSGALT00010000098.1	-0.5540478552327045	0.4801982542916252	-1.6482890183837027	0.12442424498116447	0.23458606953324052	-4.6551328175588	ENSGALT00010000098	1	ENSGALG00010000061	SERINC4	serine incorporator 4 [Source:HGNC Symbol;Acc:HGNC:32237]	SERINC4	Not Significant
ENSGALT00010000100.1	-1.0848038744969175	7.193992807144971	-4.440568362014672	7.482977072884662e-4	0.005820038596773036	-1.0912352752457286	ENSGALT00010000100	1	ENSGALG00010000063	SERF2	small EDRK-rich factor 2 [Source:HGNC Symbol;Acc:HGNC:10757]	SERF2	Not Significant
ENSGALT00010000114.1	0.4984183932758431	3.6799941678099786	2.718176256692034	0.01823156395788191	0.057144573380840565	-3.855796680697851	ENSGALT00010000114	1	ENSGALG00010000069	NA	NA	ENSGALG00010000069	Not Significant
ENSGALT00010000126.1	-1.443080774866169	-1.838490754771051	-0.9592861897472333	0.3557772895417214	0.5037923997030949	-4.813618324956826	ENSGALT00010000126	1	ENSGALG00010000074	NA	NA	ENSGALG00010000074	Not Significant
ENSGALT00010000129.1	-0.9401735152325155	-0.20075447350141915	-2.5611238321672363	0.02444568833966277	0.07069194530012272	-3.2137750914872436	ENSGALT00010000129	1	ENSGALG00010000075	NA	NA	ENSGALG00010000075	Not Significant
ENSGALT00010000130.1	-0.35729065953582734	4.8090524271631905	-2.019128880236426	0.06566988013003904	0.1469047578582884	-5.296724624828889	ENSGALT00010000130	1	ENSGALG00010000076	NA	NA	ENSGALG00010000076	Not Significant
ENSGALT00010000134.1	-0.6343045236559154	2.842963827402129	-1.4364001759285188	0.17567699604811224	0.30201426882758764	-5.769636805719859	ENSGALT00010000134	1	ENSGALG00010000078	NA	NA	ENSGALG00010000078	Not Significant
ENSGALT00010000139.1	-0.20289317487943814	4.221288674977611	-1.3742264192482219	0.19374154657012482	0.32425524055169774	-6.135409878664636	ENSGALT00010000139	1	ENSGALG00010000081	NA	NA	ENSGALG00010000081	Not Significant
ENSGALT00010000141.1	0.2055576415544345	-0.16616507282710039	0.44587602504476803	0.6633854494667284	0.7683837551966602	-5.485810766006493	ENSGALT00010000141	1	ENSGALG00010000082	NA	NA	ENSGALG00010000082	Not Significant
ENSGALT00010000144.1	1.2282052075428747	0.6681808896519372	3.6513947259698907	0.00316030506729635	0.0161406900133218	-1.5327264986665012	ENSGALT00010000144	1	ENSGALG00010000084	NA	NA	ENSGALG00010000084	Not Significant
ENSGALT00010000145.1	0.22768635636153317	3.5839895796255936	1.5669131099413864	0.14233073932772503	0.25879509890677677	-5.741355611357841	ENSGALT00010000145	1	ENSGALG00010000085	NA	NA	ENSGALG00010000085	Not Significant
ENSGALT00010000151.1	0.8753641958959442	2.9908494324137527	3.4415395063873326	0.004677535305158932	0.02140732682616468	-2.3527193887098896	ENSGALT00010000151	1	ENSGALG00010000086	NA	NA	ENSGALG00010000086	Not Significant
ENSGALT00010000154.1	-0.9459718511861902	2.7141426811917313	-2.956410605233629	0.011652417888614347	0.04123941162674047	-3.2436472676229426	ENSGALT00010000154	1	ENSGALG00010000089	NA	NA	ENSGALG00010000089	Not Significant
ENSGALT00010000156.1	0.4030248203999903	3.034665717779393	2.232672157216433	0.04475131063733509	0.11048622121025568	-4.5730677936593995	ENSGALT00010000156	1	ENSGALG00010000090	NA	NA	ENSGALG00010000090	Not Significant
ENSGALT00010000157.1	0.8723824546396513	1.5578897391283288	2.1078592627171524	0.05605983899002806	0.13095578388070553	-4.245312974705905	ENSGALT00010000157	1	ENSGALG00010000091	NA	NA	ENSGALG00010000091	Not Significant
ENSGALT00010000164.1	-0.2871430005970367	3.198460503325984	-0.759326843979498	0.46187258287288613	0.603237432931235	-6.567210150647992	ENSGALT00010000164	1	ENSGALG00010000092	INPPL1	inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]	INPPL1	Not Significant
ENSGALT00010000158.1	1.8809416283239204	3.1200990166375346	7.936680675716395	3.3444218581336694e-6	1.3955581277751755e-4	4.896952102341656	ENSGALT00010000158	1	ENSGALG00010000093	NA	NA	ENSGALG00010000093	Not Significant
ENSGALT00010000159.1	1.024203051157337	1.4207248464810316	2.862626690543349	0.013901472822212725	0.04692416657499292	-2.932140327008053	ENSGALT00010000159	1	ENSGALG00010000094	NA	NA	ENSGALG00010000094	Not Significant
ENSGALT00010000163.1	-0.5152559878620552	0.11054833555563062	-0.4159279439322216	0.684582801239302	0.7843171365493103	-5.624611816986725	ENSGALT00010000163	1	ENSGALG00010000096	NA	NA	ENSGALG00010000096	Not Significant
ENSGALT00010000175.1	1.0578603235758206	1.8697108307782724	1.270288011563945	0.22733910931515822	0.36402576762048083	-5.517763951651893	ENSGALT00010000175	1	ENSGALG00010000098	NA	NA	ENSGALG00010000098	Not Significant
ENSGALT00010000173.1	0.11885939034919718	-0.595630169027491	0.15874279056254822	0.8764319827531579	0.9199058660741947	-5.413035333954114	ENSGALT00010000173	1	ENSGALG00010000099	NA	NA	ENSGALG00010000099	Not Significant
ENSGALT00010000174.1	0.06796263360311801	1.566754158118493	0.27973659332549267	0.7842990554710735	0.8572170190989777	-6.279090751710967	ENSGALT00010000174	1	ENSGALG00010000100	NA	NA	ENSGALG00010000100	Not Significant
ENSGALT00010000178.1	0.37137225429248316	2.6719700823211614	1.522467880398815	0.15302058200296967	0.2730679648056616	-5.5740629531840336	ENSGALT00010000178	1	ENSGALG00010000101	NA	NA	ENSGALG00010000101	Not Significant
ENSGALT00010000179.1	0.03367206240847966	0.3197112311353385	0.0972811547725524	0.9240605091361294	0.9512896262062126	-5.766894120350175	ENSGALT00010000179	1	ENSGALG00010000102	NA	NA	ENSGALG00010000102	Not Significant
ENSGALT00010000180.1	-0.749719906258322	3.7838848608577296	-4.99494427524588	2.840348678495093e-4	0.002985328887405087	0.27848598287312853	ENSGALT00010000180	1	ENSGALG00010000103	NA	NA	ENSGALG00010000103	Not Significant
ENSGALT00010000182.1	-0.07788677000639797	-0.2913256608203317	-0.12677169819561818	0.9011570627303351	0.9363925335075076	-5.540534704848802	ENSGALT00010000182	1	ENSGALG00010000104	NA	NA	ENSGALG00010000104	Not Significant
ENSGALT00010000189.1	0.11458279551952018	3.777500240641321	0.6900160093969264	0.5029158549663362	0.63824466393002	-6.732600222026006	ENSGALT00010000189	1	ENSGALG00010000105	CACNA1F	calcium voltage-gated channel subunit alpha1 F [Source:HGNC Symbol;Acc:HGNC:1393]	CACNA1F	Not Significant
